RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-08-31,2022-10-31,2023-07-31
394949,342,"Owensboro, KY",Msa,KY,2022-07-31,0.2,1.0,3.8
394546,343,"Dunn, NC",Msa,NC,2022-07-31,0.9,1.6,5.2
395237,344,"Wooster, OH",Msa,OH,2022-07-31,3.8,6.6,13.3
394880,345,"Morristown, TN",Msa,TN,2022-07-31,0.9,1.3,4.5
394734,346,"Kankakee, IL",Msa,IL,2022-07-31,0.4,0.0,1.1
394423,347,"Brunswick, GA",Msa,GA,2022-07-31,0.9,1.6,4.6
394932,348,"Ogdensburg, NY",Msa,NY,2022-07-31,-0.4,0.2,3.0
395054,349,"San Angelo, TX",Msa,TX,2022-07-31,0.1,-0.3,0.0
394857,350,"Michigan City, IN",Msa,IN,2022-07-31,0.3,0.1,3.4
753890,351,"Holland, MI",Msa,MI,2022-07-31,0.6,0.8,3.4
395218,352,"Wenatchee, WA",Msa,WA,2022-07-31,0.8,1.3,5.1
394778,353,"Lawrence, KS",Msa,KS,2022-07-31,-0.2,0.5,2.2
394524,354,"Decatur, IL",Msa,IL,2022-07-31,0.4,0.2,-0.2
394867,355,"Missoula, MT",Msa,MT,2022-07-31,0.3,1.2,7.3
753915,356,"Salem, OH",Msa,OH,2022-07-31,0.9,1.2,2.0
394369,357,"Bay City, MI",Msa,MI,2022-07-31,0.0,0.1,2.6
394788,358,"Lewiston, ME",Msa,ME,2022-07-31,0.9,1.9,6.3
395039,359,"Roseburg, OR",Msa,OR,2022-07-31,0.3,0.4,4.2
395139,360,"Sumter, SC",Msa,SC,2022-07-31,0.9,1.0,2.2
394852,361,"Meridian, MS",Msa,MS,2022-07-31,0.6,0.0,-2.2
395095,361,"Show Low, AZ",Msa,AZ,2022-07-31,0.9,1.6,8.3
394396,363,"Bluefield, WV",Msa,WV,2022-07-31,0.5,0.0,-0.3
394518,364,"Danville, VA",Msa,VA,2022-07-31,0.9,0.7,0.5
394794,365,"Lima, OH",Msa,OH,2022-07-31,0.7,0.4,3.1
394495,366,"Cookeville, TN",Msa,TN,2022-07-31,1.1,1.8,6.1
753872,367,"California-Lexington Park, MD",Msa,MD,2022-07-31,0.1,-0.3,0.0
394620,368,"Gadsden, AL",Msa,AL,2022-07-31,0.8,1.7,4.5
394513,369,"Cumberland, MD",Msa,MD,2022-07-31,-1.0,-1.7,-0.8
394804,370,"Longview, WA",Msa,WA,2022-07-31,0.4,0.9,5.7
395222,371,"Whitewater, WI",Msa,WI,2022-07-31,0.5,0.9,3.1
394599,372,"Fond du Lac, WI",Msa,WI,2022-07-31,0.6,0.8,2.3
394709,373,"Ithaca, NY",Msa,NY,2022-07-31,0.6,0.2,0.2
394340,374,"Ashtabula, OH",Msa,OH,2022-07-31,0.4,0.0,2.3
394630,375,"Gettysburg, PA",Msa,PA,2022-07-31,0.3,-0.1,0.8
394980,376,"Pine Bluff, AR",Msa,AR,2022-07-31,0.4,0.1,0.7
395168,377,"Tullahoma, TN",Msa,TN,2022-07-31,1.0,2.2,6.7
395023,378,"Richmond, KY",Msa,KY,2022-07-31,0.7,0.9,2.7
394302,379,"Adrian, MI",Msa,MI,2022-07-31,0.6,0.6,3.1
395173,380,"Twin Falls, ID",Msa,ID,2022-07-31,-0.5,-0.5,6.2
394501,381,"Corning, NY",Msa,NY,2022-07-31,0.2,0.2,2.0
395080,382,"Sebring, FL",Msa,FL,2022-07-31,1.4,2.5,7.8
395166,383,"Truckee, CA",Msa,CA,2022-07-31,0.0,-0.4,1.2
394953,384,"Paducah, KY",Msa,KY,2022-07-31,0.7,0.7,1.2
394637,385,"Grand Forks, ND",Msa,ND,2022-07-31,0.2,-0.3,-1.9
395090,386,"Shelby, NC",Msa,NC,2022-07-31,0.7,1.1,3.5
394580,387,"Fairbanks, AK",Msa,AK,2022-07-31,-0.6,-1.8,-4.6
394928,388,"Ocean City, NJ",Msa,NJ,2022-07-31,0.5,0.5,4.7
394823,389,"Mankato, MN",Msa,MN,2022-07-31,1.0,1.1,2.1
395038,390,"Rome, GA",Msa,GA,2022-07-31,1.4,2.2,7.0
394441,391,"Cape Girardeau, MO",Msa,MO,2022-07-31,0.4,0.4,1.8
394689,392,"Hot Springs, AR",Msa,AR,2022-07-31,0.9,1.7,5.5
394655,393,"Greenwood, SC",Msa,SC,2022-07-31,-0.2,-1.8,-0.6
395140,394,"Sunbury, PA",Msa,PA,2022-07-31,0.8,0.3,1.0
394469,395,"Clarksburg, WV",Msa,WV,2022-07-31,0.1,-0.6,-0.2
395190,396,"Victoria, TX",Msa,TX,2022-07-31,1.9,4.2,6.7
395145,397,"Talladega, AL",Msa,AL,2022-07-31,0.6,0.2,2.1
394542,398,"Dubuque, IA",Msa,IA,2022-07-31,0.8,2.0,3.0
395153,399,"The Villages, FL",Msa,FL,2022-07-31,1.3,2.2,5.9
394311,400,"Albertville, AL",Msa,AL,2022-07-31,-0.8,-1.7,1.5
394821,401,"Manhattan, KS",Msa,KS,2022-07-31,1.0,0.5,0.1
394964,402,"Parkersburg, WV",Msa,WV,2022-07-31,-0.4,-0.9,0.3
394911,403,"New Philadelphia, OH",Msa,OH,2022-07-31,0.8,1.2,1.1
394942,404,"Orangeburg, SC",Msa,SC,2022-07-31,1.3,0.5,0.3
394462,405,"Cheyenne, WY",Msa,WY,2022-07-31,0.4,0.1,1.2
394907,406,"New Castle, PA",Msa,PA,2022-07-31,1.0,1.8,4.0
394410,407,"Brainerd, MN",Msa,MN,2022-07-31,0.6,0.5,4.2
394733,408,"Kalispell, MT",Msa,MT,2022-07-31,0.1,1.2,9.4
395086,409,"Sevierville, TN",Msa,TN,2022-07-31,0.6,1.6,9.4
394325,410,"Ames, IA",Msa,IA,2022-07-31,0.3,-0.1,-1.1
394407,411,"Bozeman, MT",Msa,MT,2022-07-31,3.1,4.6,10.0
394882,412,"Moses Lake, WA",Msa,WA,2022-07-31,1.0,1.8,5.9
394704,413,"Indiana, PA",Msa,PA,2022-07-31,0.6,0.0,0.2
394568,414,"Elmira, NY",Msa,NY,2022-07-31,0.5,1.8,2.5
394847,415,"Meadville, PA",Msa,PA,2022-07-31,0.7,0.3,0.8
394373,416,"Beaver Dam, WI",Msa,WI,2022-07-31,0.1,0.3,3.4
753912,417,"Pinehurst-Southern Pines, NC",Msa,NC,2022-07-31,0.8,1.5,5.6
395175,418,"Ukiah, CA",Msa,CA,2022-07-31,1.0,1.2,1.8
753887,419,"Hermiston-Pendleton, OR",Msa,OR,2022-07-31,0.3,0.3,3.5
394809,420,"Lufkin, TX",Msa,TX,2022-07-31,1.3,1.3,2.0
395248,421,"Zanesville, OH",Msa,OH,2022-07-31,0.4,1.7,4.4
394505,422,"Corvallis, OR",Msa,OR,2022-07-31,0.4,0.9,3.6
394395,423,"Bloomsburg, PA",Msa,PA,2022-07-31,0.6,-0.3,0.1
394776,424,"Laurel, MS",Msa,MS,2022-07-31,0.4,0.0,-0.2
395042,425,"Russellville, AR",Msa,AR,2022-07-31,0.9,1.7,2.8
394411,426,"Branson, MO",Msa,MO,2022-07-31,1.4,2.1,3.4
395212,427,"Watertown, WI",Msa,WI,2022-07-31,0.7,1.0,3.7
394859,428,"Midland, MI",Msa,MI,2022-07-31,0.2,0.6,3.0
394941,429,"Opelousas, LA",Msa,LA,2022-07-31,0.3,-0.6,-1.1
394988,430,"Pocatello, ID",Msa,ID,2022-07-31,0.3,0.6,7.2
394755,431,"Kokomo, IN",Msa,IN,2022-07-31,0.1,0.2,2.6
394641,432,"Grants Pass, OR",Msa,OR,2022-07-31,-1.0,-1.9,0.3
394699,433,"Huntsville, TX",Msa,TX,2022-07-31,1.3,1.4,3.0
394986,434,"Plattsburgh, NY",Msa,NY,2022-07-31,0.9,0.7,1.5
394638,435,"Grand Island, NE",Msa,NE,2022-07-31,0.8,0.7,1.7
394541,436,"DuBois, PA",Msa,PA,2022-07-31,0.7,0.3,0.2
394516,437,"Danville, IL",Msa,IL,2022-07-31,0.6,0.0,-1.0
394822,438,"Manitowoc, WI",Msa,WI,2022-07-31,0.9,1.2,3.3
394644,439,"Great Falls, MT",Msa,MT,2022-07-31,0.4,1.1,4.1
395231,440,"Wilson, NC",Msa,NC,2022-07-31,-0.8,-2.7,-0.4
394511,441,"Cullman, AL",Msa,AL,2022-07-31,0.8,0.5,3.3
394936,442,"Olean, NY",Msa,NY,2022-07-31,0.8,1.8,6.1
394350,443,"Auburn, NY",Msa,NY,2022-07-31,0.6,0.8,1.6
394999,444,"Portsmouth, OH",Msa,OH,2022-07-31,0.8,0.5,0.7
394345,445,"Athens, TX",Msa,TX,2022-07-31,1.3,2.5,7.6
394925,446,"Oak Harbor, WA",Msa,WA,2022-07-31,-0.1,0.0,4.2
394465,447,"Chillicothe, OH",Msa,OH,2022-07-31,0.8,0.4,1.7
394682,448,"Hinesville, GA",Msa,GA,2022-07-31,1.1,1.5,2.2
395106,449,"Somerset, PA",Msa,PA,2022-07-31,0.8,0.2,0.2
395205,450,"Warsaw, IN",Msa,IN,2022-07-31,0.7,0.9,3.0
395133,451,"Stillwater, OK",Msa,OK,2022-07-31,0.9,1.2,0.3
395010,452,"Quincy, IL",Msa,IL,2022-07-31,1.1,1.3,1.4
394738,453,"Keene, NH",Msa,NH,2022-07-31,0.9,1.4,4.5
395062,454,"Sandusky, OH",Msa,OH,2022-07-31,0.2,-0.3,1.5
395077,455,"Searcy, AR",Msa,AR,2022-07-31,0.9,0.8,1.6
394489,456,"Columbus, IN",Msa,IN,2022-07-31,0.4,0.3,1.6
395027,457,"Roanoke Rapids, NC",Msa,NC,2022-07-31,1.4,1.2,2.2
394452,458,"Centralia, WA",Msa,WA,2022-07-31,0.6,1.1,5.0
394445,459,"Casper, WY",Msa,WY,2022-07-31,0.4,0.3,0.6
394675,460,"Helena, MT",Msa,MT,2022-07-31,0.4,0.7,4.9
394593,461,"Findlay, OH",Msa,OH,2022-07-31,0.6,1.0,2.5
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,2022-07-31,0.7,-0.1,1.2
394955,463,"Palatka, FL",Msa,FL,2022-07-31,1.3,1.8,7.5
395085,464,"Seneca, SC",Msa,SC,2022-07-31,1.2,1.6,5.3
394884,465,"Mount Airy, NC",Msa,NC,2022-07-31,0.6,-0.6,0.9
753881,466,"Glenwood Springs, CO",Msa,CO,2022-07-31,1.1,1.4,4.1
394744,467,"Key West, FL",Msa,FL,2022-07-31,1.7,3.0,6.8
394298,468,"Aberdeen, WA",Msa,WA,2022-07-31,1.1,2.5,11.3
394626,469,"Gallup, NM",Msa,NM,2022-07-31,0.3,0.0,0.5
394994,470,"Port Angeles, WA",Msa,WA,2022-07-31,0.1,0.6,5.9
753883,471,"Greenfield Town, MA",Msa,MA,2022-07-31,0.6,0.3,2.7
394897,473,"Muskogee, OK",Msa,OK,2022-07-31,1.1,0.8,0.7
394614,474,"Frankfort, KY",Msa,KY,2022-07-31,0.7,0.4,1.4
394950,475,"Owosso, MI",Msa,MI,2022-07-31,0.0,-0.2,2.1
394885,476,"Mount Pleasant, MI",Msa,MI,2022-07-31,0.7,0.5,1.5
395126,477,"Statesboro, GA",Msa,GA,2022-07-31,0.8,0.5,2.0
394826,478,"Marion, IN",Msa,IN,2022-07-31,0.0,-0.3,1.0
395132,479,"Stevens Point, WI",Msa,WI,2022-07-31,0.8,1.1,2.5
394866,480,"Minot, ND",Msa,ND,2022-07-31,0.3,-0.1,-5.4
395088,481,"Shawnee, OK",Msa,OK,2022-07-31,0.3,0.4,1.0
394922,482,"North Wilkesboro, NC",Msa,NC,2022-07-31,1.6,1.7,5.0
395021,483,"Richmond, IN",Msa,IN,2022-07-31,0.7,0.0,0.1
394647,484,"Greeneville, TN",Msa,TN,2022-07-31,0.3,0.0,7.2
394836,485,"Martinsville, VA",Msa,VA,2022-07-31,0.9,0.5,0.0
394600,486,"Forest City, NC",Msa,NC,2022-07-31,1.3,1.6,4.7
394764,487,"Lake City, FL",Msa,FL,2022-07-31,1.8,2.0,5.6
394736,488,"Kapaa, HI",Msa,HI,2022-07-31,1.6,2.9,6.7
394829,489,"Marquette, MI",Msa,MI,2022-07-31,0.8,0.4,1.4
394762,490,"LaGrange, GA",Msa,GA,2022-07-31,-1.5,-3.2,-3.9
394827,491,"Marion, OH",Msa,OH,2022-07-31,0.9,0.7,2.2
394877,492,"Morehead City, NC",Msa,NC,2022-07-31,0.8,1.3,4.5
394752,493,"Klamath Falls, OR",Msa,OR,2022-07-31,0.5,1.2,5.3
394825,494,"Marinette, WI",Msa,WI,2022-07-31,0.9,1.0,2.3
395040,495,"Roswell, NM",Msa,NM,2022-07-31,0.6,0.4,2.0
394832,496,"Marshall, TX",Msa,TX,2022-07-31,1.2,0.7,0.1
394587,497,"Farmington, MO",Msa,MO,2022-07-31,0.5,0.8,3.3
394456,498,"Charleston, IL",Msa,IL,2022-07-31,0.3,0.2,-1.6
394343,499,"Athens, OH",Msa,OH,2022-07-31,1.0,0.8,1.5
394683,500,"Hobbs, NM",Msa,NM,2022-07-31,0.5,-0.3,0.2
394472,501,"Clearlake, CA",Msa,CA,2022-07-31,0.4,0.6,2.3
394899,502,"Nacogdoches, TX",Msa,TX,2022-07-31,1.3,0.9,1.3
394701,503,"Hutchinson, KS",Msa,KS,2022-07-31,1.1,0.7,0.1
394586,504,"Faribault, MN",Msa,MN,2022-07-31,-0.6,-0.8,0.1
394562,505,"Elizabeth City, NC",Msa,NC,2022-07-31,1.4,0.9,1.9
753891,506,"Ionia, MI",Msa,MI,2022-07-31,0.4,0.1,2.6
394305,507,"Alamogordo, NM",Msa,NM,2022-07-31,0.8,0.7,2.1
395016,508,"Red Bluff, CA",Msa,CA,2022-07-31,0.8,0.8,1.5
394693,509,"Hudson, NY",Msa,NY,2022-07-31,-0.1,-0.9,1.9
395105,510,"Somerset, KY",Msa,KY,2022-07-31,0.7,0.6,1.9
394496,511,"Coos Bay, OR",Msa,OR,2022-07-31,0.7,1.0,5.0
395199,512,"Walla Walla, WA",Msa,WA,2022-07-31,-0.5,-0.8,1.8
395071,513,"Sayre, PA",Msa,PA,2022-07-31,0.7,0.1,0.2
394939,514,"Oneonta, NY",Msa,NY,2022-07-31,0.5,0.1,0.1
394605,515,"Fort Madison, IA",Msa,IA,2022-07-31,0.5,-0.3,-1.4
394360,516,"Baraboo, WI",Msa,WI,2022-07-31,1.0,1.5,4.1
753903,517,"Marietta, OH",Msa,OH,2022-07-31,1.0,0.7,2.0
395049,518,"Salina, KS",Msa,KS,2022-07-31,1.1,0.5,0.6
395044,519,"Rutland, VT",Msa,VT,2022-07-31,1.0,1.1,2.4
753866,520,"Big Stone Gap, VA",Msa,VA,2022-07-31,0.9,0.3,-1.1
395136,521,"Sturgis, MI",Msa,MI,2022-07-31,0.7,1.5,6.0
395024,522,"Rio Grande City, TX",Msa,TX,2022-07-31,1.5,0.7,1.1
394618,523,"Fremont, OH",Msa,OH,2022-07-31,0.4,-0.3,0.3
394889,524,"Mount Vernon, OH",Msa,OH,2022-07-31,1.1,1.5,4.7
394787,525,"Lewiston, ID",Msa,ID,2022-07-31,0.9,1.0,5.2
395092,526,"Shelton, WA",Msa,WA,2022-07-31,0.6,1.2,7.8
394570,528,"Enid, OK",Msa,OK,2022-07-31,0.5,0.1,-1.4
753893,529,"Jefferson, GA",Msa,GA,2022-07-31,0.9,1.4,6.5
394629,530,"Georgetown, SC",Msa,SC,2022-07-31,1.6,2.4,5.3
394759,531,"Laconia, NH",Msa,NH,2022-07-31,0.6,2.0,6.7
394365,532,"Batavia, NY",Msa,NY,2022-07-31,0.2,0.2,1.7
753910,533,"Oxford, NC",Msa,NC,2022-07-31,1.5,2.2,8.0
394490,534,"Columbus, MS",Msa,MS,2022-07-31,0.6,0.0,0.2
394923,535,"Norwalk, OH",Msa,OH,2022-07-31,0.7,0.7,2.1
394362,536,"Barre, VT",Msa,VT,2022-07-31,4.1,5.4,9.0
394750,537,"Kinston, NC",Msa,NC,2022-07-31,1.4,1.0,2.5
395131,538,"Sterling, IL",Msa,IL,2022-07-31,0.5,-0.1,-1.6
394956,539,"Palestine, TX",Msa,TX,2022-07-31,1.3,1.0,1.6
394540,540,"Dublin, GA",Msa,GA,2022-07-31,1.3,1.2,3.0
395189,541,"Vicksburg, MS",Msa,MS,2022-07-31,0.5,-0.4,-1.1
394989,542,"Point Pleasant, WV",Msa,WV,2022-07-31,0.5,0.2,0.7
395063,543,"Sanford, NC",Msa,NC,2022-07-31,2.2,4.9,9.0
394591,544,"Fergus Falls, MN",Msa,MN,2022-07-31,0.8,0.5,1.3
395157,545,"Tiffin, OH",Msa,OH,2022-07-31,1.2,1.4,2.7
394582,546,"Fairmont, WV",Msa,WV,2022-07-31,0.2,-0.3,0.1
394509,547,"Crossville, TN",Msa,TN,2022-07-31,0.6,1.5,7.0
394977,548,"Picayune, MS",Msa,MS,2022-07-31,0.7,0.3,0.6
394634,549,"Gloversville, NY",Msa,NY,2022-07-31,0.1,0.3,2.0
753920,550,"Sonora, CA",Msa,CA,2022-07-31,-0.5,-2.0,-1.3
394621,551,"Gaffney, SC",Msa,SC,2022-07-31,1.7,1.8,3.0
394444,552,"Carson City, NV",Msa,NV,2022-07-31,-1.1,-1.2,3.4
394432,553,"Calhoun, GA",Msa,GA,2022-07-31,1.5,1.8,4.9
394861,554,"Milledgeville, GA",Msa,GA,2022-07-31,1.3,1.2,3.1
395216,555,"Waycross, GA",Msa,GA,2022-07-31,1.4,1.5,3.9
394933,556,"Oil City, PA",Msa,PA,2022-07-31,0.7,0.4,0.7
394721,557,"Jasper, IN",Msa,IN,2022-07-31,0.7,0.5,2.4
394878,558,"Morgan City, LA",Msa,LA,2022-07-31,0.2,-0.8,-2.8
394551,559,"Eagle Pass, TX",Msa,TX,2022-07-31,1.1,0.9,1.4
394940,560,"Ontario, OR",Msa,OR,2022-07-31,1.2,1.4,6.7
394443,561,"Carlsbad, NM",Msa,NM,2022-07-31,,,-0.7
394967,562,"Payson, AZ",Msa,AZ,2022-07-31,0.6,1.9,9.0
394844,563,"McComb, MS",Msa,MS,2022-07-31,0.6,0.1,-0.7
395029,564,"Rochelle, IL",Msa,IL,2022-07-31,0.8,1.2,1.2
395073,565,"Scottsboro, AL",Msa,AL,2022-07-31,0.6,0.3,1.6
394517,566,"Danville, KY",Msa,KY,2022-07-31,0.6,0.4,0.8
394339,567,"Ashland, OH",Msa,OH,2022-07-31,1.0,0.9,2.2
394903,568,"Natchez, MS",Msa,MS,2022-07-31,0.1,0.0,-1.5
394652,569,"Greenville, OH",Msa,OH,2022-07-31,0.8,0.3,0.4
394625,570,"Galesburg, IL",Msa,IL,2022-07-31,0.3,-0.5,-1.7
395204,571,"Warrensburg, MO",Msa,MO,2022-07-31,0.3,0.3,3.0
394737,572,"Kearney, NE",Msa,NE,2022-07-31,0.7,0.7,1.9
394608,573,"Fort Polk South, LA",Msa,LA,2022-07-31,0.7,0.3,-1.8
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-07-31,0.7,-0.1,-2.4
394632,575,"Glasgow, KY",Msa,KY,2022-07-31,0.5,0.1,1.2
394344,576,"Athens, TN",Msa,TN,2022-07-31,0.1,-0.3,2.0
394556,577,"Edwards, CO",Msa,CO,2022-07-31,1.5,2.1,6.7
394592,578,"Fernley, NV",Msa,NV,2022-07-31,-0.5,-1.1,3.2
394838,579,"Mason City, IA",Msa,IA,2022-07-31,0.5,-0.1,-0.5
394819,580,"Malone, NY",Msa,NY,2022-07-31,0.7,0.5,0.7
395234,581,"Winona, MN",Msa,MN,2022-07-31,0.5,0.5,0.7
394547,582,"Durango, CO",Msa,CO,2022-07-31,0.7,1.1,4.7
394985,583,"Platteville, WI",Msa,WI,2022-07-31,0.7,0.4,1.3
394650,584,"Greenville, MS",Msa,MS,2022-07-31,,,-6.0
394402,585,"Boone, NC",Msa,NC,2022-07-31,0.8,2.4,8.3
394363,586,"Bartlesville, OK",Msa,OK,2022-07-31,,-0.3,1.2
394717,587,"Jacksonville, TX",Msa,TX,2022-07-31,1.1,1.0,2.7
394566,588,"Elko, NV",Msa,NV,2022-07-31,0.6,0.1,0.1
395020,589,"Rexburg, ID",Msa,ID,2022-07-31,1.2,1.7,5.7
395122,590,"St. Marys, GA",Msa,GA,2022-07-31,1.1,1.7,3.6
753911,591,"Ozark, AL",Msa,AL,2022-07-31,0.7,0.2,1.1
394326,592,"Amsterdam, NY",Msa,NY,2022-07-31,0.6,0.4,0.9
394571,593,"Enterprise, AL",Msa,AL,2022-07-31,0.3,-0.2,0.3
394963,594,"Paris, TX",Msa,TX,2022-07-31,1.5,1.6,4.6
394742,595,"Kerrville, TX",Msa,TX,2022-07-31,0.8,0.7,-0.3
394906,596,"New Castle, IN",Msa,IN,2022-07-31,0.9,0.9,3.2
395097,597,"Sidney, OH",Msa,OH,2022-07-31,0.9,0.7,2.3
394504,598,"Cortland, NY",Msa,NY,2022-07-31,0.5,0.1,0.2
394477,599,"Clinton, IA",Msa,IA,2022-07-31,1.3,1.3,-1.1
394527,600,"Del Rio, TX",Msa,TX,2022-07-31,1.1,0.7,1.2
394478,601,"Clovis, NM",Msa,NM,2022-07-31,0.6,0.2,1.1
394919,602,"Norfolk, NE",Msa,NE,2022-07-31,0.8,0.7,1.9
395208,603,"Washington, NC",Msa,NC,2022-07-31,1.5,1.2,2.5
394503,604,"Corsicana, TX",Msa,TX,2022-07-31,1.6,2.3,4.4
394616,605,"Freeport, IL",Msa,IL,2022-07-31,0.7,0.4,0.2
395124,606,"Starkville, MS",Msa,MS,2022-07-31,0.9,0.5,-0.7
394427,607,"Burlington, IA",Msa,IA,2022-07-31,0.3,-0.4,-1.5
394431,608,"Cadillac, MI",Msa,MI,2022-07-31,0.8,0.7,2.5
394336,609,"Ardmore, OK",Msa,OK,2022-07-31,1.5,2.4,2.7
394739,610,"Kendallville, IN",Msa,IN,2022-07-31,0.7,0.6,3.1
394918,611,"Nogales, AZ",Msa,AZ,2022-07-31,1.1,0.9,4.1
394951,612,"Oxford, MS",Msa,MS,2022-07-31,0.6,-0.2,-0.4
394398,613,"Bogalusa, LA",Msa,LA,2022-07-31,0.2,-0.8,-2.2
394987,614,"Plymouth, IN",Msa,IN,2022-07-31,0.7,0.4,1.7
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-07-31,-0.3,0.1,4.7
395144,616,"Tahlequah, OK",Msa,OK,2022-07-31,1.3,1.3,1.8
394817,617,"Madisonville, KY",Msa,KY,2022-07-31,0.6,0.4,0.2
394437,618,"Cañon City, CO",Msa,CO,2022-07-31,0.8,1.0,3.9
395043,619,"Ruston, LA",Msa,LA,2022-07-31,0.7,0.6,-0.1
753889,620,"Hillsdale, MI",Msa,MI,2022-07-31,0.7,0.6,2.0
394789,621,"Lewistown, PA",Msa,PA,2022-07-31,0.8,0.4,1.3
395034,622,"Rockingham, NC",Msa,NC,2022-07-31,1.2,0.6,2.5
394990,623,"Ponca City, OK",Msa,OK,2022-07-31,1.3,1.9,1.7
394397,624,"Blytheville, AR",Msa,AR,2022-07-31,0.6,0.9,1.2
395017,625,"Red Wing, MN",Msa,MN,2022-07-31,0.2,0.0,1.4
753918,626,"Shawano, WI",Msa,WI,2022-07-31,0.9,0.7,1.5
394446,627,"Cedar City, UT",Msa,UT,2022-07-31,1.6,1.9,7.2
394375,628,"Bedford, IN",Msa,IN,2022-07-31,0.3,0.2,2.6
394631,629,"Gillette, WY",Msa,WY,2022-07-31,0.2,-0.4,-2.1
753905,630,"Newport, OR",Msa,OR,2022-07-31,0.8,1.2,7.0
395201,631,"Wapakoneta, OH",Msa,OH,2022-07-31,1.0,1.0,2.8
394695,632,"Huntingdon, PA",Msa,PA,2022-07-31,0.7,0.2,0.7
394377,633,"Bellefontaine, OH",Msa,OH,2022-07-31,0.7,0.0,1.4
394842,634,"McAlester, OK",Msa,OK,2022-07-31,1.1,0.2,-0.4
394391,635,"Blackfoot, ID",Msa,ID,2022-07-31,1.0,1.1,7.3
394883,636,"Moultrie, GA",Msa,GA,2022-07-31,0.6,-0.4,0.8
394677,637,"Henderson, NC",Msa,NC,2022-07-31,1.5,1.6,3.8
394482,638,"Coldwater, MI",Msa,MI,2022-07-31,0.7,0.6,1.8
394667,639,"Harrison, AR",Msa,AR,2022-07-31,0.6,0.4,1.6
395037,640,"Rolla, MO",Msa,MO,2022-07-31,1.1,0.8,2.1
395091,641,"Shelbyville, TN",Msa,TN,2022-07-31,0.7,0.9,7.5
394545,643,"Duncan, OK",Msa,OK,2022-07-31,1.0,0.7,0.6
753904,644,"Marion, NC",Msa,NC,2022-07-31,1.5,1.6,3.9
394785,645,"Lewisburg, PA",Msa,PA,2022-07-31,0.7,0.4,0.8
395008,646,"Pullman, WA",Msa,WA,2022-07-31,1.3,1.1,2.9
395155,647,"Thomasville, GA",Msa,GA,2022-07-31,1.3,1.0,2.3
394379,648,"Bemidji, MN",Msa,MN,2022-07-31,0.7,0.5,1.0
394887,649,"Mount Sterling, KY",Msa,KY,2022-07-31,0.8,0.6,1.4
394947,650,"Ottumwa, IA",Msa,IA,2022-07-31,0.3,-0.5,-1.8
394954,651,"Pahrump, NV",Msa,NV,2022-07-31,0.4,0.8,7.7
394850,652,"Menomonie, WI",Msa,WI,2022-07-31,0.8,0.6,1.8
395083,653,"Selma, AL",Msa,AL,2022-07-31,0.7,0.2,0.2
395032,654,"Rock Springs, WY",Msa,WY,2022-07-31,0.2,-0.3,-0.2
394424,655,"Bucyrus, OH",Msa,OH,2022-07-31,0.9,0.4,1.3
394409,656,"Bradford, PA",Msa,PA,2022-07-31,0.8,1.0,1.4
753865,657,"Bardstown, KY",Msa,KY,2022-07-31,0.7,1.2,3.6
394500,658,"Cornelia, GA",Msa,GA,2022-07-31,1.5,1.7,4.1
394426,659,"Burley, ID",Msa,ID,2022-07-31,1.2,1.8,6.0
394654,660,"Greenwood, MS",Msa,MS,2022-07-31,0.7,0.0,-1.0
394384,661,"Big Rapids, MI",Msa,MI,2022-07-31,,0.7,2.1
394993,662,"Poplar Bluff, MO",Msa,MO,2022-07-31,1.2,0.9,-0.5
394895,663,"Muscatine, IA",Msa,IA,2022-07-31,0.4,-0.2,-1.2
394319,664,"Alma, MI",Msa,MI,2022-07-31,0.6,0.4,1.9
394548,665,"Durant, OK",Msa,OK,2022-07-31,1.4,1.1,2.6
395087,666,"Seymour, IN",Msa,IN,2022-07-31,0.8,0.6,2.3
394538,667,"Douglas, GA",Msa,GA,2022-07-31,1.3,1.3,2.6
395228,668,"Willmar, MN",Msa,MN,2022-07-31,0.7,0.4,0.6
394349,669,"Auburn, IN",Msa,IN,2022-07-31,0.5,1.1,4.7
395081,670,"Sedalia, MO",Msa,MO,2022-07-31,0.9,1.3,4.0
394961,671,"Paragould, AR",Msa,AR,2022-07-31,0.4,0.0,1.5
395230,672,"Wilmington, OH",Msa,OH,2022-07-31,1.1,1.0,3.2
394779,673,"Lawrenceburg, TN",Msa,TN,2022-07-31,1.8,2.7,5.1
395203,674,"Warren, PA",Msa,PA,2022-07-31,1.0,1.0,1.1
394560,675,"El Dorado, AR",Msa,AR,2022-07-31,0.3,-0.2,0.7
394891,677,"Mountain Home, AR",Msa,AR,2022-07-31,0.4,0.4,1.3
394448,678,"Cedartown, GA",Msa,GA,2022-07-31,1.6,2.2,6.3
753913,679,"Port Clinton, OH",Msa,OH,2022-07-31,0.8,0.5,1.2
394558,680,"El Campo, TX",Msa,TX,2022-07-31,1.2,1.1,2.1
394876,681,"Montrose, CO",Msa,CO,2022-07-31,0.6,1.1,3.3
394567,682,"Ellensburg, WA",Msa,WA,2022-07-31,1.5,2.5,8.1
394715,683,"Jacksonville, IL",Msa,IL,2022-07-31,0.1,-0.7,-2.2
